id,original_position,operation_date_original,type_original,internal_number_original,is_origine_original,label_original,amount_original,sorted_position,operation_date_sorted,type_sorted,internal_number_sorted,is_origine_sorted,label_sorted,amount_sorted,position_diff
226935,229,2025-09-23,com,INT_DE9960C0,False,REPRISE ESCOMPTE EFFET REJETE 220925COM LCN 10203879013,-1.5,231,2025-09-23,com,INT_DE9960C0,False,REPRISE ESCOMPTE EFFET REJETE 220925COM LCN 10203879013,-1.5,2
226936,230,2025-09-23,origine,INT_DE9960C0,True,REPRISE ESCOMPTE EFFET REJETE 220925 LCN 10203879013,-47043.38,229,2025-09-23,origine,INT_DE9960C0,True,REPRISE ESCOMPTE EFFET REJETE 220925 LCN 10203879013,-47043.38,-1
226937,231,2025-09-23,tva,INT_75FBE327,False,REPRISE ESCOMPTE EFFET REJETE 200925TVA LCN 10816986331,-0.285,233,2025-09-23,tva,INT_75FBE327,False,REPRISE ESCOMPTE EFFET REJETE 200925TVA LCN 10816986331,-0.285,2
226938,232,2025-09-23,com,INT_75FBE327,False,REPRISE ESCOMPTE EFFET REJETE 200925COM LCN 10816986331,-1.5,234,2025-09-23,com,INT_75FBE327,False,REPRISE ESCOMPTE EFFET REJETE 200925COM LCN 10816986331,-1.5,2
226939,233,2025-09-23,origine,INT_75FBE327,True,REPRISE ESCOMPTE EFFET REJETE 200925 LCN 10816986331,-26869.447,232,2025-09-23,origine,INT_75FBE327,True,REPRISE ESCOMPTE EFFET REJETE 200925 LCN 10816986331,-26869.447,-1
226940,234,2025-09-24,tva,INT_E6417E4A,False,PAYEMENT EFFET 160925TVA  010155480766,-0.057,236,2025-09-24,tva,INT_E6417E4A,False,PAYEMENT EFFET 160925TVA  010155480766,-0.057,2
226941,235,2025-09-24,plo,INT_E6417E4A,False,PAYEMENT EFFET 160925PLO  010155480766,-0.75,237,2025-09-24,plo,INT_E6417E4A,False,PAYEMENT EFFET 160925PLO  010155480766,-0.75,2
226942,236,2025-09-24,com,INT_E6417E4A,False,PAYEMENT EFFET 160925COM  010155480766,-0.3,238,2025-09-24,com,INT_E6417E4A,False,PAYEMENT EFFET 160925COM  010155480766,-0.3,2
226943,237,2025-09-24,origine,INT_E6417E4A,True,PAYEMENT EFFET 160925  010155480766,-18059.272,235,2025-09-24,origine,INT_E6417E4A,True,PAYEMENT EFFET 160925  010155480766,-18059.272,-2
226944,238,2025-09-25,agios,INT_A28A8459,False,REMISE EFFET/ESCOMPTE AGENCE DU 15 09 2025,-7276.187,164,2025-09-25,agios,INT_A28A8459,False,REMISE EFFET/ESCOMPTE AGENCE DU 15 09 2025,-7276.187,-74
226945,239,2025-09-25,agios,INT_537D702C,False,REMISE EFFET/ESCOMPTE AGENCE DU 15 09 2025,-1402.857,239,2025-09-25,agios,INT_537D702C,False,REMISE EFFET/ESCOMPTE AGENCE DU 15 09 2025,-1402.857,0
226946,240,2025-09-25,agios,INT_1EE49952,False,REMISE EFFET/ESCOMPTE AGENCE DU 17 09 2025,-1112.345,240,2025-09-25,agios,INT_1EE49952,False,REMISE EFFET/ESCOMPTE AGENCE DU 17 09 2025,-1112.345,0
226947,241,2025-09-25,origine,INT_03C01CFD,True,VIREMENT MEME CLIENT STE PRODTS PHARMACEU,100000.0,241,2025-09-25,origine,INT_03C01CFD,True,VIREMENT MEME CLIENT STE PRODTS PHARMACEU,100000.0,0
226948,242,2025-09-25,origine,INT_AE557249,True,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,260641.278,242,2025-09-25,origine,INT_AE557249,True,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,260641.278,0
226949,243,2025-09-25,tva,INT_ABF4965B,False,PAYEMENT EFFET 250925TVA  010155477759,-0.057,244,2025-09-25,tva,INT_ABF4965B,False,PAYEMENT EFFET 250925TVA  010155477759,-0.057,1
226950,244,2025-09-25,plo,INT_ABF4965B,False,PAYEMENT EFFET 250925PLO  010155477759,-0.75,245,2025-09-25,plo,INT_ABF4965B,False,PAYEMENT EFFET 250925PLO  010155477759,-0.75,1
226951,245,2025-09-25,com,INT_ABF4965B,False,PAYEMENT EFFET 250925COM  010155477759,-0.3,246,2025-09-25,com,INT_ABF4965B,False,PAYEMENT EFFET 250925COM  010155477759,-0.3,1
226952,246,2025-09-25,origine,INT_ABF4965B,True,PAYEMENT EFFET 250925  010155477759,-15100.0,243,2025-09-25,origine,INT_ABF4965B,True,PAYEMENT EFFET 250925  010155477759,-15100.0,-3
226953,247,2025-09-25,tva,INT_2E16C4B3,False,PAYEMENT EFFET 250925TVA  010155477371,-0.057,251,2025-09-25,tva,INT_2E16C4B3,False,PAYEMENT EFFET 250925TVA  010155477371,-0.057,4
226954,248,2025-09-25,plo,INT_2E16C4B3,False,PAYEMENT EFFET 250925PLO  010155477371,-0.75,252,2025-09-25,plo,INT_2E16C4B3,False,PAYEMENT EFFET 250925PLO  010155477371,-0.75,4
226955,249,2025-09-25,com,INT_2E16C4B3,False,PAYEMENT EFFET 250925COM  010155477371,-0.3,253,2025-09-25,com,INT_2E16C4B3,False,PAYEMENT EFFET 250925COM  010155477371,-0.3,4
226956,250,2025-09-25,origine,INT_2E16C4B3,True,PAYEMENT EFFET 250925  010155477371,-12817.623,250,2025-09-25,origine,INT_2E16C4B3,True,PAYEMENT EFFET 250925  010155477371,-12817.623,0
226957,251,2025-09-25,tva,INT_ABF4965B,False,REGLEMENT EFFET ESCOMPTE 250925TVA,-0.057,247,2025-09-25,tva,INT_ABF4965B,False,REGLEMENT EFFET ESCOMPTE 250925TVA,-0.057,-4
226958,252,2025-09-25,plo,INT_ABF4965B,False,REGLEMENT EFFET ESCOMPTE 250925PLO,-0.75,248,2025-09-25,plo,INT_ABF4965B,False,REGLEMENT EFFET ESCOMPTE 250925PLO,-0.75,-4
226959,253,2025-09-25,com,INT_ABF4965B,False,REGLEMENT EFFET ESCOMPTE 250925COM,-0.3,249,2025-09-25,com,INT_ABF4965B,False,REGLEMENT EFFET ESCOMPTE 250925COM,-0.3,-4
226960,254,2025-09-25,origine,INT_1A0E7CDF,True,REGLEMENT EFFET ESCOMPTE 250925,-157723.73,254,2025-09-25,origine,INT_1A0E7CDF,True,REGLEMENT EFFET ESCOMPTE 250925,-157723.73,0
226961,255,2025-09-26,tva,INT_E23AA2F1,False,REPRISE ESCOMPTE EFFET REJETE 250925TVA LCN 10816996516,-0.285,256,2025-09-26,tva,INT_E23AA2F1,False,REPRISE ESCOMPTE EFFET REJETE 250925TVA LCN 10816996516,-0.285,1
226962,256,2025-09-26,com,INT_E23AA2F1,False,REPRISE ESCOMPTE EFFET REJETE 250925COM LCN 10816996516,-1.5,257,2025-09-26,com,INT_E23AA2F1,False,REPRISE ESCOMPTE EFFET REJETE 250925COM LCN 10816996516,-1.5,1
226963,257,2025-09-26,origine,INT_E23AA2F1,True,REPRISE ESCOMPTE EFFET REJETE 250925 LCN 10816996516,-24208.188,255,2025-09-26,origine,INT_E23AA2F1,True,REPRISE ESCOMPTE EFFET REJETE 250925 LCN 10816996516,-24208.188,-2
226964,258,2025-09-26,tva,INT_0FF557E5,False,REPRISE ESCOMPTE EFFET REJETE 250925TVA LCN 10706219024,-0.285,259,2025-09-26,tva,INT_0FF557E5,False,REPRISE ESCOMPTE EFFET REJETE 250925TVA LCN 10706219024,-0.285,1
226965,259,2025-09-26,com,INT_0FF557E5,False,REPRISE ESCOMPTE EFFET REJETE 250925COM LCN 10706219024,-1.5,260,2025-09-26,com,INT_0FF557E5,False,REPRISE ESCOMPTE EFFET REJETE 250925COM LCN 10706219024,-1.5,1
226966,260,2025-09-26,origine,INT_0FF557E5,True,REPRISE ESCOMPTE EFFET REJETE 250925 LCN 10706219024,-5515.357,258,2025-09-26,origine,INT_0FF557E5,True,REPRISE ESCOMPTE EFFET REJETE 250925 LCN 10706219024,-5515.357,-2
226967,261,2025-09-26,tva,INT_31483702,False,REPRISE ESCOMPTE EFFET REJETE 250925TVA LCN 10816998165,-0.285,262,2025-09-26,tva,INT_31483702,False,REPRISE ESCOMPTE EFFET REJETE 250925TVA LCN 10816998165,-0.285,1
226968,262,2025-09-26,com,INT_31483702,False,REPRISE ESCOMPTE EFFET REJETE 250925COM LCN 10816998165,-1.5,263,2025-09-26,com,INT_31483702,False,REPRISE ESCOMPTE EFFET REJETE 250925COM LCN 10816998165,-1.5,1
226969,263,2025-09-26,origine,INT_31483702,True,REPRISE ESCOMPTE EFFET REJETE 250925 LCN 10816998165,-4000.0,261,2025-09-26,origine,INT_31483702,True,REPRISE ESCOMPTE EFFET REJETE 250925 LCN 10816998165,-4000.0,-2
226970,264,2025-09-29,tva,INT_B557EECB,False,PAYEMENT EFFET 280925TVA  010155482124,-0.057,265,2025-09-29,tva,INT_B557EECB,False,PAYEMENT EFFET 280925TVA  010155482124,-0.057,1
226971,265,2025-09-29,plo,INT_B557EECB,False,PAYEMENT EFFET 280925PLO  010155482124,-0.75,266,2025-09-29,plo,INT_B557EECB,False,PAYEMENT EFFET 280925PLO  010155482124,-0.75,1
226972,266,2025-09-29,com,INT_B557EECB,False,PAYEMENT EFFET 280925COM  010155482124,-0.3,267,2025-09-29,com,INT_B557EECB,False,PAYEMENT EFFET 280925COM  010155482124,-0.3,1
226973,267,2025-09-29,origine,INT_B557EECB,True,PAYEMENT EFFET 280925  010155482124,-7285.722,264,2025-09-29,origine,INT_B557EECB,True,PAYEMENT EFFET 280925  010155482124,-7285.722,-3
226974,268,2025-09-29,tva,INT_496CF9FB,False,PAYEMENT EFFET 280925TVA  010155482609,-0.057,272,2025-09-29,tva,INT_496CF9FB,False,PAYEMENT EFFET 280925TVA  010155482609,-0.057,4
226975,269,2025-09-29,plo,INT_496CF9FB,False,PAYEMENT EFFET 280925PLO  010155482609,-0.75,273,2025-09-29,plo,INT_496CF9FB,False,PAYEMENT EFFET 280925PLO  010155482609,-0.75,4
226976,270,2025-09-29,com,INT_496CF9FB,False,PAYEMENT EFFET 280925COM  010155482609,-0.3,274,2025-09-29,com,INT_496CF9FB,False,PAYEMENT EFFET 280925COM  010155482609,-0.3,4
226977,271,2025-09-29,origine,INT_496CF9FB,True,PAYEMENT EFFET 280925  010155482609,-2976.416,271,2025-09-29,origine,INT_496CF9FB,True,PAYEMENT EFFET 280925  010155482609,-2976.416,0
226978,272,2025-09-29,tva,INT_C3978781,False,PAYEMENT EFFET 280925TVA  010155481736,-0.057,276,2025-09-29,tva,INT_C3978781,False,PAYEMENT EFFET 280925TVA  010155481736,-0.057,4
226979,273,2025-09-29,plo,INT_C3978781,False,PAYEMENT EFFET 280925PLO  010155481736,-0.75,277,2025-09-29,plo,INT_C3978781,False,PAYEMENT EFFET 280925PLO  010155481736,-0.75,4
226980,274,2025-09-29,com,INT_C3978781,False,PAYEMENT EFFET 280925COM  010155481736,-0.3,278,2025-09-29,com,INT_C3978781,False,PAYEMENT EFFET 280925COM  010155481736,-0.3,4
226981,275,2025-09-29,origine,INT_C3978781,True,PAYEMENT EFFET 280925  010155481736,-6264.254,275,2025-09-29,origine,INT_C3978781,True,PAYEMENT EFFET 280925  010155481736,-6264.254,0
226982,276,2025-09-29,tva,INT_C9DCD71B,False,PAYEMENT EFFET 290925TVA  010397000096,-0.057,280,2025-09-29,tva,INT_C9DCD71B,False,PAYEMENT EFFET 290925TVA  010397000096,-0.057,4
226983,277,2025-09-29,plo,INT_C9DCD71B,False,PAYEMENT EFFET 290925PLO  010397000096,-0.75,281,2025-09-29,plo,INT_C9DCD71B,False,PAYEMENT EFFET 290925PLO  010397000096,-0.75,4
226984,278,2025-09-29,com,INT_C9DCD71B,False,PAYEMENT EFFET 290925COM  010397000096,-0.3,282,2025-09-29,com,INT_C9DCD71B,False,PAYEMENT EFFET 290925COM  010397000096,-0.3,4
226985,279,2025-09-29,origine,INT_C9DCD71B,True,PAYEMENT EFFET 290925  010397000096,-81140.711,279,2025-09-29,origine,INT_C9DCD71B,True,PAYEMENT EFFET 290925  010397000096,-81140.711,0
226986,280,2025-09-29,tva,INT_B557EECB,False,REGLEMENT EFFET ESCOMPTE 280925TVA,-0.057,268,2025-09-29,tva,INT_B557EECB,False,REGLEMENT EFFET ESCOMPTE 280925TVA,-0.057,-12
226987,281,2025-09-29,plo,INT_B557EECB,False,REGLEMENT EFFET ESCOMPTE 280925PLO,-0.75,269,2025-09-29,plo,INT_B557EECB,False,REGLEMENT EFFET ESCOMPTE 280925PLO,-0.75,-12
226988,282,2025-09-29,com,INT_B557EECB,False,REGLEMENT EFFET ESCOMPTE 280925COM,-0.3,270,2025-09-29,com,INT_B557EECB,False,REGLEMENT EFFET ESCOMPTE 280925COM,-0.3,-12
226989,283,2025-09-29,origine,INT_23F268EB,True,REGLEMENT EFFET ESCOMPTE 280925,-12850.465,283,2025-09-29,origine,INT_23F268EB,True,REGLEMENT EFFET ESCOMPTE 280925,-12850.465,0
226990,284,2025-09-29,origine,INT_A5A206FE,True,PAYEMENT EFFET/ENCAISSEMENT LCN 010155450017,9956.272,284,2025-09-29,origine,INT_A5A206FE,True,PAYEMENT EFFET/ENCAISSEMENT LCN 010155450017,9956.272,0
226991,285,2025-09-30,com / aut db passagere t.v.a.,INT_D5ABFBFC,False,COM / AUT DB PASSAGERE T.V.A.,-5.7,285,2025-09-30,com / aut db passagere t.v.a.,INT_D5ABFBFC,False,COM / AUT DB PASSAGERE T.V.A.,-5.7,0
226992,286,2025-09-30,com / aut db passagere commission cgespa eps,INT_3E12EA50,False,COM / AUT DB PASSAGERE COMMISSION CGESPA EPS,-30.0,286,2025-09-30,com / aut db passagere commission cgespa eps,INT_3E12EA50,False,COM / AUT DB PASSAGERE COMMISSION CGESPA EPS,-30.0,0
226993,287,2025-09-30,tva,INT_F465797D,False,REPRISE ESCOMPTE EFFET REJETE 270925TVA LCN 10155486101,-0.285,288,2025-09-30,tva,INT_F465797D,False,REPRISE ESCOMPTE EFFET REJETE 270925TVA LCN 10155486101,-0.285,1
226994,288,2025-09-30,com,INT_F465797D,False,REPRISE ESCOMPTE EFFET REJETE 270925COM LCN 10155486101,-1.5,289,2025-09-30,com,INT_F465797D,False,REPRISE ESCOMPTE EFFET REJETE 270925COM LCN 10155486101,-1.5,1
226995,289,2025-09-30,origine,INT_F465797D,True,REPRISE ESCOMPTE EFFET REJETE 270925 LCN 10155486101,-18731.616,287,2025-09-30,origine,INT_F465797D,True,REPRISE ESCOMPTE EFFET REJETE 270925 LCN 10155486101,-18731.616,-2
226996,290,2025-09-30,tva,INT_44CAEBDC,False,PAYEMENT EFFET 300925TVA  010155481930,-0.057,291,2025-09-30,tva,INT_44CAEBDC,False,PAYEMENT EFFET 300925TVA  010155481930,-0.057,1
226997,291,2025-09-30,plo,INT_44CAEBDC,False,PAYEMENT EFFET 300925PLO  010155481930,-0.75,292,2025-09-30,plo,INT_44CAEBDC,False,PAYEMENT EFFET 300925PLO  010155481930,-0.75,1
226998,292,2025-09-30,com,INT_44CAEBDC,False,PAYEMENT EFFET 300925COM  010155481930,-0.3,293,2025-09-30,com,INT_44CAEBDC,False,PAYEMENT EFFET 300925COM  010155481930,-0.3,1
226999,293,2025-09-30,origine,INT_44CAEBDC,True,PAYEMENT EFFET 300925  010155481930,-76604.764,290,2025-09-30,origine,INT_44CAEBDC,True,PAYEMENT EFFET 300925  010155481930,-76604.764,-3
227000,294,2025-09-30,tva,INT_D8F6F751,False,PAYEMENT EFFET 300925TVA  010938872748,-0.057,295,2025-09-30,tva,INT_D8F6F751,False,PAYEMENT EFFET 300925TVA  010938872748,-0.057,1
227001,295,2025-09-30,plo,INT_D8F6F751,False,PAYEMENT EFFET 300925PLO  010938872748,-0.75,296,2025-09-30,plo,INT_D8F6F751,False,PAYEMENT EFFET 300925PLO  010938872748,-0.75,1
227002,296,2025-09-30,com,INT_D8F6F751,False,PAYEMENT EFFET 300925COM  010938872748,-0.3,297,2025-09-30,com,INT_D8F6F751,False,PAYEMENT EFFET 300925COM  010938872748,-0.3,1
227003,297,2025-09-30,origine,INT_D8F6F751,True,PAYEMENT EFFET 300925  010938872748,-50284.789,294,2025-09-30,origine,INT_D8F6F751,True,PAYEMENT EFFET 300925  010938872748,-50284.789,-3
227004,298,2025-09-30,tva,INT_F7BC543A,False,PAYEMENT EFFET 300925TVA  010155473006,-0.057,299,2025-09-30,tva,INT_F7BC543A,False,PAYEMENT EFFET 300925TVA  010155473006,-0.057,1
227005,299,2025-09-30,plo,INT_F7BC543A,False,PAYEMENT EFFET 300925PLO  010155473006,-0.75,300,2025-09-30,plo,INT_F7BC543A,False,PAYEMENT EFFET 300925PLO  010155473006,-0.75,1
227006,300,2025-09-30,com,INT_F7BC543A,False,PAYEMENT EFFET 300925COM  010155473006,-0.3,301,2025-09-30,com,INT_F7BC543A,False,PAYEMENT EFFET 300925COM  010155473006,-0.3,1
227007,301,2025-09-30,origine,INT_F7BC543A,True,PAYEMENT EFFET 300925  010155473006,-64275.9,298,2025-09-30,origine,INT_F7BC543A,True,PAYEMENT EFFET 300925  010155473006,-64275.9,-3
227008,302,2025-09-30,tva,INT_F146609A,False,PAYEMENT EFFET 280925TVA  010938872554,-0.057,303,2025-09-30,tva,INT_F146609A,False,PAYEMENT EFFET 280925TVA  010938872554,-0.057,1
227009,303,2025-09-30,plo,INT_F146609A,False,PAYEMENT EFFET 280925PLO  010938872554,-0.75,304,2025-09-30,plo,INT_F146609A,False,PAYEMENT EFFET 280925PLO  010938872554,-0.75,1
227010,304,2025-09-30,com,INT_F146609A,False,PAYEMENT EFFET 280925COM  010938872554,-0.3,305,2025-09-30,com,INT_F146609A,False,PAYEMENT EFFET 280925COM  010938872554,-0.3,1
227011,305,2025-09-30,origine,INT_F146609A,True,PAYEMENT EFFET 280925  010938872554,-29482.054,302,2025-09-30,origine,INT_F146609A,True,PAYEMENT EFFET 280925  010938872554,-29482.054,-3
227012,306,2025-09-30,tva,INT_FCDF1298,False,PAYEMENT EFFET 300925TVA  010155474364,-0.057,307,2025-09-30,tva,INT_FCDF1298,False,PAYEMENT EFFET 300925TVA  010155474364,-0.057,1
227013,307,2025-09-30,plo,INT_FCDF1298,False,PAYEMENT EFFET 300925PLO  010155474364,-0.75,308,2025-09-30,plo,INT_FCDF1298,False,PAYEMENT EFFET 300925PLO  010155474364,-0.75,1
227014,308,2025-09-30,com,INT_FCDF1298,False,PAYEMENT EFFET 300925COM  010155474364,-0.3,309,2025-09-30,com,INT_FCDF1298,False,PAYEMENT EFFET 300925COM  010155474364,-0.3,1
227015,309,2025-09-30,origine,INT_FCDF1298,True,PAYEMENT EFFET 300925  010155474364,-95609.513,306,2025-09-30,origine,INT_FCDF1298,True,PAYEMENT EFFET 300925  010155474364,-95609.513,-3
227016,310,2025-09-30,tva,INT_664C9D37,False,PAYEMENT EFFET 300925TVA  010155483385,-0.057,311,2025-09-30,tva,INT_664C9D37,False,PAYEMENT EFFET 300925TVA  010155483385,-0.057,1
227017,311,2025-09-30,plo,INT_664C9D37,False,PAYEMENT EFFET 300925PLO  010155483385,-0.75,312,2025-09-30,plo,INT_664C9D37,False,PAYEMENT EFFET 300925PLO  010155483385,-0.75,1
227018,312,2025-09-30,com,INT_664C9D37,False,PAYEMENT EFFET 300925COM  010155483385,-0.3,313,2025-09-30,com,INT_664C9D37,False,PAYEMENT EFFET 300925COM  010155483385,-0.3,1
227019,313,2025-09-30,origine,INT_664C9D37,True,PAYEMENT EFFET 300925  010155483385,-34232.071,310,2025-09-30,origine,INT_664C9D37,True,PAYEMENT EFFET 300925  010155483385,-34232.071,-3
227020,314,2025-09-30,origine,INT_D8B0FAD9,True,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,262505.319,314,2025-09-30,origine,INT_D8B0FAD9,True,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,262505.319,0
